ix|lang|bench|platform|transform|new_method|es_mode|js_args|estimator|time_per_elapsed|yield_interval|resample_interval|running_time|num_yields
7|ocaml|lens|native|NA|NA|NA|NA|NA|NA|NA|NA|11|NA
7|ocaml|list_main|native|NA|NA|NA|NA|NA|NA|NA|NA|649|NA
7|ocaml|mandelbrot|native|NA|NA|NA|NA|NA|NA|NA|NA|93|NA
7|ocaml|nbody|native|NA|NA|NA|NA|NA|NA|NA|NA|5402|NA
7|ocaml|nucleic|native|NA|NA|NA|NA|NA|NA|NA|NA|2456|NA
7|ocaml|nullable_array|native|NA|NA|NA|NA|NA|NA|NA|NA|868|NA
7|ocaml|sequence|native|NA|NA|NA|NA|NA|NA|NA|NA|470|NA
7|ocaml|spectral_norm|native|NA|NA|NA|NA|NA|NA|NA|NA|11820|NA
7|ocaml|vector_functor|native|NA|NA|NA|NA|NA|NA|NA|NA|16|NA
8|ocaml|almabench|native|NA|NA|NA|NA|NA|NA|NA|NA|1979|NA
8|ocaml|bdd|native|NA|NA|NA|NA|NA|NA|NA|NA|1074|NA
8|ocaml|binarytrees|native|NA|NA|NA|NA|NA|NA|NA|NA|719|NA
8|ocaml|boyer|native|NA|NA|NA|NA|NA|NA|NA|NA|136|NA
8|ocaml|fannkuch_redux|native|NA|NA|NA|NA|NA|NA|NA|NA|3543|NA
8|ocaml|fft|native|NA|NA|NA|NA|NA|NA|NA|NA|485|NA
8|ocaml|fibonnaci|native|NA|NA|NA|NA|NA|NA|NA|NA|2664|NA
8|ocaml|format_main|native|NA|NA|NA|NA|NA|NA|NA|NA|19|NA
8|ocaml|hamming|native|NA|NA|NA|NA|NA|NA|NA|NA|651|NA
8|ocaml|kahan_sum|native|NA|NA|NA|NA|NA|NA|NA|NA|1114|NA
8|ocaml|kb|native|NA|NA|NA|NA|NA|NA|NA|NA|74|NA
8|ocaml|lens|native|NA|NA|NA|NA|NA|NA|NA|NA|11|NA
8|ocaml|list_main|native|NA|NA|NA|NA|NA|NA|NA|NA|645|NA
8|ocaml|mandelbrot|native|NA|NA|NA|NA|NA|NA|NA|NA|93|NA
8|ocaml|nbody|native|NA|NA|NA|NA|NA|NA|NA|NA|5402|NA
8|ocaml|nucleic|native|NA|NA|NA|NA|NA|NA|NA|NA|2455|NA
8|ocaml|nullable_array|native|NA|NA|NA|NA|NA|NA|NA|NA|871|NA
8|ocaml|sequence|native|NA|NA|NA|NA|NA|NA|NA|NA|470|NA
8|ocaml|spectral_norm|native|NA|NA|NA|NA|NA|NA|NA|NA|11825|NA
8|ocaml|vector_functor|native|NA|NA|NA|NA|NA|NA|NA|NA|15|NA
9|ocaml|almabench|native|NA|NA|NA|NA|NA|NA|NA|NA|1978|NA
9|ocaml|bdd|native|NA|NA|NA|NA|NA|NA|NA|NA|1060|NA
9|ocaml|binarytrees|native|NA|NA|NA|NA|NA|NA|NA|NA|708|NA
9|ocaml|boyer|native|NA|NA|NA|NA|NA|NA|NA|NA|136|NA
9|ocaml|fannkuch_redux|native|NA|NA|NA|NA|NA|NA|NA|NA|3538|NA
9|ocaml|fft|native|NA|NA|NA|NA|NA|NA|NA|NA|484|NA
9|ocaml|fibonnaci|native|NA|NA|NA|NA|NA|NA|NA|NA|2665|NA
9|ocaml|format_main|native|NA|NA|NA|NA|NA|NA|NA|NA|19|NA
9|ocaml|hamming|native|NA|NA|NA|NA|NA|NA|NA|NA|647|NA
9|ocaml|kahan_sum|native|NA|NA|NA|NA|NA|NA|NA|NA|1111|NA
9|ocaml|kb|native|NA|NA|NA|NA|NA|NA|NA|NA|74|NA
9|ocaml|lens|native|NA|NA|NA|NA|NA|NA|NA|NA|12|NA
9|ocaml|list_main|native|NA|NA|NA|NA|NA|NA|NA|NA|644|NA
9|ocaml|mandelbrot|native|NA|NA|NA|NA|NA|NA|NA|NA|92|NA
9|ocaml|nbody|native|NA|NA|NA|NA|NA|NA|NA|NA|5403|NA
9|ocaml|nucleic|native|NA|NA|NA|NA|NA|NA|NA|NA|2456|NA
9|ocaml|nullable_array|native|NA|NA|NA|NA|NA|NA|NA|NA|872|NA
9|ocaml|sequence|native|NA|NA|NA|NA|NA|NA|NA|NA|469|NA
9|ocaml|spectral_norm|native|NA|NA|NA|NA|NA|NA|NA|NA|11822|NA
9|ocaml|vector_functor|native|NA|NA|NA|NA|NA|NA|NA|NA|16|NA
